text,sentiment
"Hope you don't live around deer or especially Bears. Because that's irresponsible behavior and you'll end up with mice over time too. I get it they are great but feeding wildlife to make a friendship depending on where you live can be very bad. If you live suburban or in a city it doesn't matter as much yhe impact is already there. But deer get attracted to feed and end up getting hit by cars more than usual. And Bears get too comfortable around people in rural areas and that's dangerous for them and people. My neighbor leaves out feed and I'm shocked she hasn't been mauled yet. I've had a mom and 3 cubs, that I have gotten too close to because of her stupidity. Plus a 500 pound male that keeps his distance but one walk in the woods he's in a bad mood and it's over. All because she feeds them. Otherwise they really want to stay away from us",negative
"If you don't know dogs, don't be afraid when they show their teeth like this. They are as happy as can be with that smile. And the happiness is.....for you being there.",positive
I love how the dog under the husky is chilling,positive
🐢: WHAT IS THIS ROBLOX??!?!? FREE SLOPP??????!?!!!!!!! OH WAIT IS THIS MY POND? YOUR ALRIGHT AM SORRY I snap on you!,positive
Try not to laugh ⛔ try not to smile 😁,negative
The cat didn’t even flinch let alone get hurt,negative
Brilliant!  Every house should have an Apollo to answer the phone 😂,positive
This was so funny! I make similar videos on my channel. Come say hi!”❤,positive
its abuse to have a dog if you keep a cat get rid of the dog now,negative
This is so annoying to me,negative
Egyptian music is actualy just using a couple keys and only alternating between 2 to 3 notes   at Egypt. Yet most people are crying alot about thier problems 😂,negative
"When Blue said, ""Go Fluff yourself!"", I laughed so hard that I  started to cry and my stomach started to hurt. 😂😂😂",negative
Wait there an extra bed under the husky the one that stay on the bed so you let husky sleep in cat bed rude shame on you bro,negative
Ugh I hate AI,negative
AI is really getting ridiculous and people aren't smart enough to understand it's not real.,negative
Cute amazing cat❤❤❤,positive
"Sometimes they miscalculate, or the tree has a catastrophic failure. Poor little guys (I say, knowing actually how big beavers can get).",negative
"I regret to inform you, but if you attempt to help a cat, they will move further away and likely would still fall. As the other person said. As someone who has owned cats my whole life. They are just like this. Very stubborn, they do not like to listen, and they do not like feeling like they aren't in control. Some of these falls were way too high, and hopefully they had a vet visit and learned after.",positive
poor kitten time to call the pawlice for kitten abuse! (not actually),negative
Too intelligent for their own good,positive
"I feel bad for cats who have to live with dogs, they're exactly what they don't like.",negative
@markphelt6395  The orignial vids that all this is copied from were pretty funny. Genuine real world dogs reactions to similar situations.   But this slop isnt even close to original. Everyone's just ripping off the same AI vid and reposting it over and over and over. And even the original of this AI vid was a still copy of other similar ai slop 😂 all copied from decent real vids.,positive
Some of these clips made my heart skip a beat. Goodness gracious.,positive
"Sir could you please give me your Social Security number...   ""Want a pistache?""",positive
bro idk why people dubbing animals is the most cringe awful thing ever I hate it soooo much anyone else ? 😂,negative
Cat 4: no one needs to get hurt in here,negative
😊 I like the first one it's so cool I can do that with my word,positive
When I was younger I always wanted a cat ik it’s not a dog but it’s a pet anyway my dad would never let me get one until one day a really old mangy stray cat showed up in our garden literally about to die infront of our door until I started feeding it eventually I convinced my dad to let me keep the old cat and we named her chow because of the way she ate made chowing sounds she was probs the oldest cat alive ngl with the way she looked anyway we looked after her and she had an extra 4 years of life under my care since she was an ally cat we made her a little hut in our garden shed for her I will admit I was not the best owner and I regret it but now when I look back on it she was the luckiest thing that happened to me and when people say “black cats are bad luck” I have to disagree because chow was my lucky cat 🐈‍⬛ I’ll miss her and I’ll never forget the day when I had to make the decision to put her down at 11 years old I never wanted to but I knew she couldn’t go on. I’ll miss her a lot but I’ll also be great full for her since now I have two 5 yr old boy cats called mango and Curtis that I would never of had if it weren’t for chow entering my life <3,positive
Do you save the dogs or do the dogs save you,positive
Blue is so adorable and beautiful ❤,positive
Why is everyone liking these aI videos they are awful!@,negative
They are sooo awesome looking and funny. They Deserve all the love in the world.❤❤😂😂😂😂🎉🎉🎉😂😂,positive
So funny so cute turtle 😂🐢👱‍♀️,positive
So you're just a thief stealing others videos.....,negative
The worst thing to live near.,negative
No 3 SO NOT FUNNY,negative
"Love the ""wow"". Sounds like one of those sound buttons with how perfect it was. 😅 But the 78 year old chain smoker that says ""tickle tickle"" is also great.",positive
"Reincarnation of a used car salesman named Floyd, he pat that 73 Pinto like it was a precious 1 of a kind vehicle that would save you gas and take you Nova even swap 🤣😂🤣😂🤣😂",positive
"1. NO NO NO   2. that is what you get for pointing at me  3. OH YEAH BOY, COME HERE  4. AIN’T FALLING FOR THE LIL BRO😑  5 YOU COOKED MAN",negative
He ened the call and went on a violent attack,negative
"So love the ""smilers""!❤",positive
Your cat so dumb he said the human stuff from me about just try to squeeze in this human but they bring back a goldfish or a snappy turtle yeah they need to bring back and snapping turtle cuz you don't get so dumb you don't even know what's 2 + 2=4😊,negative
😢 Thank you for opening your heart to this beautiful mother golden and her pups. ❤❤❤❤❤❤,positive
Birds are tired of scam calls too!!!,negative
"No one cares if its not real Egyptian, it sounds close enough. Be happy an American is giving them some promo 😂",positive
I wish my wife was like cat 4,positive
“The worst they can say is no”,negative
You have done the best thing....if it is the truth..you are a good man....,positive
Best Friends ❤❤❤❤,positive
Cute so darn cute!!,positive
We need more Apollo answers scam calls.,negative
"Cats can be so rude, He actually said hello and got smacked for his trouble 😂😂😂😂😂",negative
"Every time I try to ""save"" my cat from getting hurt I get hurt and they are fine.",negative
